N,P,K,temperature,humidity,ph,rainfall,label
1,80,22,26.6197,41.8896,5.6021,102.7041,pigeonpeas
33,71,15,24.1621,71.8759,7.6868,167.2577,pigeonpeas
18,72,21,22.9256,80.8338,5.1722,187.9063,pigeonpeas
24,67,23,24.9732,62.5409,6.5694,92.9961,pigeonpeas
25,77,23,35.3603,70.632,7.4394,135.3383,pigeonpeas
18,74,20,31.2063,77.6607,5.6505,196.586,pigeonpeas
31,58,19,31.008,76.1538,7.2188,181.6396,pigeonpeas
3,70,24,33.1368,66.0026,7.4373,90.0618,pigeonpeas
33,68,22,20.872,31.202,6.9311,144.5418,pigeonpeas
5,56,16,19.1542,34.6628,7.2105,183.3779,pigeonpeas
34,64,15,19.1646,70.0007,5.0051,133.6702,pigeonpeas
33,60,25,33.0807,43.9111,7.5058,94.9423,pigeonpeas
12,65,18,29.1506,33.7565,6.6971,187.9525,pigeonpeas
23,62,24,23.0088,48.0018,6.5035,117.5698,pigeonpeas
26,73,16,28.9291,73.2774,5.2761,97.9652,pigeonpeas
32,78,24,18.7323,73.247,7.2107,182.5936,pigeonpeas
33,66,16,24.7795,57.2453,4.6604,110.6568,pigeonpeas
9,69,17,21.9713,65.7974,4.7064,188.2201,pigeonpeas
32,72,22,23.6404,82.6605,4.5514,152.2012,pigeonpeas
22,68,23,32.8094,72.8683,5.437,130.9615,pigeonpeas
24,80,20,29.0455,71.285,7.2571,167.0934,pigeonpeas
3,66,19,36.3915,75.3318,5.6348,182.4503,pigeonpeas
12,70,17,33.4592,40.6268,6.7753,103.8999,pigeonpeas
16,64,21,27.2121,44.8574,6.9305,157.7509,pigeonpeas
5,64,20,29.5954,86.0585,6.4726,179.228,pigeonpeas
5,76,23,23.2316,48.8273,6.7774,94.8667,pigeonpeas
28,80,20,34.1467,41.9282,6.0262,138.617,pigeonpeas
28,63,21,28.5656,85.0389,6.0816,103.7948,pigeonpeas
5,59,18,21.6457,39.6021,7.6001,105.0254,pigeonpeas
30,73,25,24.1378,60.2254,5.1032,141.7173,pigeonpeas
25,69,22,21.0647,47.6011,7.2215,179.1575,pigeonpeas
31,63,18,35.727,72.1044,6.3817,112.237,pigeonpeas
29,63,22,25.6698,40.2908,7.1803,91.3579,pigeonpeas
12,61,24,24.8255,78.7211,6.2947,117.2927,pigeonpeas
19,62,25,20.3751,45.4324,5.5495,162.0327,pigeonpeas
6,76,17,33.6764,79.329,7.2658,139.6901,pigeonpeas
11,68,15,33.6661,36.2006,5.2096,99.0373,pigeonpeas
27,64,21,21.1059,81.9766,7.4596,185.902,pigeonpeas
34,68,15,35.8326,60.2156,5.56,149.6877,pigeonpeas
0,60,16,24.5047,37.7086,4.6017,136.7889,pigeonpeas
29,73,19,23.7647,46.9852,4.868,131.5111,pigeonpeas
6,70,25,21.4535,50.4877,5.2908,96.3432,pigeonpeas
9,57,25,23.8262,84.9528,4.6348,163.5069,pigeonpeas
22,41,23,27.5477,50.077,6.4037,63.6749,mothbeans
38,50,21,31.7871,62.2227,8.9658,38.2762,mothbeans
18,59,23,28.5282,48.1086,6.3369,65.3188,mothbeans
29,36,18,30.543,50.2993,5.4981,35.4875,mothbeans
15,39,22,29.8695,46.431,5.7033,71.4684,mothbeans
35,58,25,30.2842,61.3767,7.4271,63.6217,mothbeans
15,41,17,25.2554,47.7555,4.528,56.8893,mothbeans
21,42,16,31.25,49.0879,4.307,68.7866,mothbeans
33,48,22,24.896,50.3613,4.0507,61.0729,mothbeans
8,58,19,29.4861,53.328,7.575,61.9069,mothbeans
28,47,17,29.7757,46.2932,4.3506,69.7776,mothbeans
36,41,19,28.9606,44.0007,7.1558,66.2677,mothbeans
14,44,25,24.0993,49.8413,6.0301,54.2831,mothbeans
31,52,24,30.494,47.6457,4.3346,62.9177,mothbeans
35,45,17,30.8654,45.3246,7.9355,44.0479,mothbeans
29,54,15,30.1638,62.97,5.6626,31.6807,mothbeans
40,39,22,30.8002,62.0019,4.5948,51.1261,mothbeans
28,50,23,25.9364,57.4131,8.6193,33.3847,mothbeans
3,56,24,29.6994,49.0649,8.2599,58.9763,mothbeans
27,37,15,27.2411,46.0449,5.9263,51.4898,mothbeans
1,45,22,24.2594,50.6714,6.6818,35.5716,mothbeans
28,54,21,31.7594,57.1567,5.8394,37.1154,mothbeans
0,47,21,27.7983,45.8217,5.6608,57.5198,mothbeans
15,39,19,25.787,43.1853,4.5996,48.6097,mothbeans
34,43,19,25.3777,57.0579,4.8559,41.0428,mothbeans
6,56,15,24.8208,62.2396,7.0126,69.6629,mothbeans
12,50,24,24.4737,64.9386,6.8273,71.4133,mothbeans
7,51,17,26.661,58.2405,3.9676,60.028,mothbeans
2,53,15,28.6045,61.2792,7.4427,74.0042,mothbeans
36,35,19,27.3719,51.9249,7.7198,39.1115,mothbeans
25,56,15,28.0858,55.6333,5.7375,51.4871,mothbeans
13,44,22,29.1651,40.6352,4.4919,53.6832,mothbeans
16,59,20,26.2671,47.2268,8.1894,38.6535,mothbeans
17,58,19,27.4292,50.0089,7.2265,69.7884,mothbeans
34,54,17,30.059,42.0386,7.9795,59.5538,mothbeans
26,52,23,29.5561,40.8873,7.0187,36.0672,mothbeans
34,48,25,30.4418,59.2758,8.1399,47.2999,mothbeans
3,48,21,27.5222,56.4955,5.4708,65.5324,mothbeans
30,44,17,29.7832,47.9373,4.2543,51.1758,mothbeans
29,55,23,28.4817,53.5545,8.4764,57.915,mothbeans
20,38,16,26.2946,61.1569,4.8371,37.3617,mothbeans
21,44,18,24.2147,44.7927,5.8964,71.437,mothbeans
11,39,20,25.358,58.6906,8.2049,31.2213,mothbeans
5,48,24,31.8555,46.2665,5.119,67.9967,mothbeans
21,59,19,31.0302,64.2018,6.1678,45.8351,mothbeans
8,56,18,27.6918,59.7752,4.8775,31.6075,mothbeans
24,59,17,24.1442,61.038,7.2008,60.5099,mothbeans
12,56,24,25.9824,51.7762,5.557,35.5187,mothbeans
25,58,23,30.1918,63.7179,7.0677,52.5327,mothbeans
9,49,15,31.9689,47.8661,6.2245,71.977,mothbeans
31,52,17,31.3099,44.8487,8.7061,44.7323,mothbeans
36,47,20,27.9105,44.0405,7.7063,74.5756,mothbeans
16,42,15,28.1858,54.6883,5.5077,66.919,mothbeans
2,49,20,30.9952,48.7647,5.6561,42.8879,mothbeans
24,38,16,30.7165,42.0563,6.6276,35.7009,mothbeans
25,60,25,24.0016,51.56,5.9747,39.2922,mothbeans
19,36,15,24.535,46.1613,8.178,69.2159,mothbeans
12,49,22,25.82,43.9442,3.9102,67.1209,mothbeans
2,49,25,24.3105,41.6773,4.3659,38.6567,mothbeans
39,42,16,29.7225,46.0773,7.5736,49.6653,mothbeans
37,59,18,29.6853,56.3646,6.6614,34.5983,mothbeans
31,42,20,29.8085,62.8232,5.1626,48.0257,mothbeans
28,46,21,29.9448,53.6177,4.5174,31.5035,mothbeans
9,48,22,29.23,49.3155,4.8239,49.7066,mothbeans
31,44,15,27.4085,49.5769,6.3619,70.7069,mothbeans
4,59,17,29.3883,42.471,5.6256,70.1225,mothbeans
28,44,15,26.6212,59.3784,5.8249,41.3156,mothbeans
19,52,16,31.1661,54.5279,6.7033,44.3484,mothbeans
4,57,23,26.0611,60.6136,8.9322,57.8588,mothbeans
31,49,24,24.7663,55.8934,8.7013,55.6489,mothbeans
10,44,17,25.2077,40.3473,4.6235,68.2256,mothbeans
39,47,15,28.6921,52.178,5.6633,48.0538,mothbeans
10,41,24,30.9898,52.5082,5.2055,57.8024,mothbeans
32,37,16,24.5706,50.4372,7.9808,35.2551,mothbeans
39,58,23,31.9869,42.2076,4.9437,52.0383,mothbeans
12,37,15,25.2439,57.736,6.6555,70.2598,mothbeans
22,53,16,25.4431,57.1433,8.9606,49.3985,mothbeans
34,51,17,25.4955,51.6827,8.3908,37.2105,mothbeans
24,57,20,28.098,58.6727,5.7716,60.3312,mothbeans
27,53,16,29.6948,52.9725,8.9189,69.6499,mothbeans
40,36,19,25.4109,51.8505,5.8423,44.3556,mothbeans
19,42,23,28.2458,41.4025,5.4865,50.2943,mothbeans
24,53,21,24.4192,47.5746,6.3012,39.3938,mothbeans
15,38,24,29.5625,60.908,3.884,49.4552,mothbeans
4,48,15,29.5986,59.0225,6.0766,64.6391,mothbeans
8,37,16,26.136,57.7029,5.7202,41.7684,mothbeans
28,57,22,26.9211,56.0452,7.0739,58.9929,mothbeans
11,60,23,28.8303,49.1478,6.8609,57.8962,mothbeans
35,53,20,25.0203,58.2332,7.6212,43.9673,mothbeans
2,37,20,30.3481,40.7288,8.5575,62.1018,mothbeans
18,49,25,31.6309,49.0674,7.8344,45.1942,mothbeans
15,42,22,25.3494,56.1929,4.4062,73.4561,mothbeans
14,60,22,26.7756,64.706,8.1377,57.5591,mothbeans
35,50,16,24.0589,47.5926,5.7595,42.235,mothbeans
6,41,20,31.5064,49.0044,8.8759,72.8817,mothbeans
5,40,22,31.1384,40.5768,8.1978,71.5476,mothbeans
31,55,20,26.2127,57.4434,4.9827,73.8842,mothbeans
3,50,21,28.5283,64.7091,3.6812,56.341,mothbeans
2,42,17,30.8282,60.7253,3.6137,46.6522,mothbeans
24,58,18,28.795,41.579,7.1054,42.8626,mothbeans
25,40,15,29.059,82.6964,6.7759,50.8501,mungbean
31,51,22,28.2765,82.2317,7.1542,53.3075,mungbean
22,54,20,29.0282,88.6568,6.7339,36.516,mungbean
24,45,18,29.1104,87.7519,6.8603,53.3421,mungbean
12,36,17,27.5621,83.2773,7.1829,49.8986,mungbean
17,37,19,28.8651,80.2025,7.1933,37.4356,mungbean
22,43,16,27.0505,87.7777,6.2873,53.5475,mungbean
6,53,22,28.762,83.7551,6.9276,37.1511,mungbean
30,36,20,29.6421,82.631,6.4732,59.1677,mungbean
19,53,17,28.0713,83.2853,6.3601,40.5441,mungbean
24,40,21,29.7672,81.5136,6.6451,56.8396,mungbean
21,59,25,28.1434,81.4275,6.2842,54.8464,mungbean
9,45,22,29.8227,84.8453,6.7148,39.6563,mungbean
9,36,19,27.118,80.0537,6.5263,36.9382,mungbean
4,38,16,28.3223,82.9763,7.053,41.9368,mungbean
32,47,24,27.5714,84.6729,6.8455,38.7028,mungbean
36,38,23,28.2609,88.4513,7.1958,36.0945,mungbean
13,58,19,27.2308,86.8016,6.4309,52.6228,mungbean
10,51,19,27.2981,80.8753,6.5516,40.0309,mungbean
17,57,23,29.1904,84.3361,6.3572,36.0858,mungbean
27,58,25,27.9069,84.6438,7.0959,53.3292,mungbean
21,45,15,29.048,81.7936,6.4606,37.5061,mungbean
21,52,24,27.6594,89.9911,6.72,59.2076,mungbean
35,56,19,28.3231,88.6351,6.3972,56.9412,mungbean
29,42,23,27.7465,88.3004,6.2452,51.0311,mungbean
3,54,17,28.4924,84.7609,6.4488,56.0857,mungbean
16,36,18,28.0989,87.2202,6.2207,55.3491,mungbean
19,41,16,28.2602,82.4792,6.5108,54.1388,mungbean
27,48,23,27.7846,82.3654,6.4903,54.3632,mungbean
38,37,20,27.6727,88.9135,7.102,45.5622,mungbean
26,38,23,28.3835,80.7253,6.9029,52.8594,mungbean
35,37,15,29.6887,84.5087,6.4502,59.8605,mungbean
32,57,19,29.0855,86.6802,6.2314,49.8792,mungbean
32,36,15,29.8613,80.3544,6.3452,59.398,mungbean
2,37,18,28.4603,82.2014,6.4542,37.9376,mungbean
11,42,20,27.3222,81.9822,6.717,51.9552,mungbean
34,44,17,28.0763,84.3283,6.8821,41.2065,mungbean
40,40,24,28.9345,81.2515,6.7353,57.6816,mungbean
3,46,17,29.4301,84.9884,7.1883,38.6222,mungbean
33,46,21,29.257,85.0471,6.8324,47.9248,mungbean
32,54,20,29.7113,87.7335,6.535,43.0032,mungbean
17,51,17,29.5397,87.6341,6.239,55.1421,mungbean
17,50,20,29.029,83.4471,7.0384,37.6441,mungbean
38,56,17,29.8648,89.7452,6.364,50.5421,mungbean
18,47,19,29.8391,89.1204,6.835,46.2347,mungbean
39,46,20,29.8131,85.0301,7.0587,57.0293,mungbean
8,57,17,28.9262,84.7089,7.0258,38.78,mungbean
32,49,25,28.3371,85.1819,6.595,43.8773,mungbean
33,54,16,28.1804,83.5971,6.2545,43.7075,mungbean
37,42,18,28.1857,84.1579,6.6871,44.8144,mungbean
35,43,18,27.4263,80.1757,7.1991,58.5141,mungbean
39,44,25,29.0921,86.0068,6.5149,51.6447,mungbean
2,48,21,28.7733,86.3235,6.231,40.978,mungbean
10,40,25,27.2639,83.6875,6.7652,43.2221,mungbean
33,43,19,29.4463,87.1112,6.4405,36.6222,mungbean
37,49,19,27.1482,89.9375,6.8067,36.5399,mungbean
1,53,25,29.4436,88.3007,6.7869,57.6659,mungbean
35,35,21,29.3085,81.2289,6.9027,58.8728,mungbean
15,41,17,29.9771,83.1111,6.8217,37.5159,mungbean
10,40,15,29.4107,85.5947,6.5439,36.013,mungbean
32,44,23,29.723,86.3934,6.8472,53.1731,mungbean
9,53,25,28.7277,80.8088,6.2025,40.1338,mungbean
9,59,21,27.7445,89.3676,6.5339,50.2852,mungbean
5,39,22,27.3658,84.2593,6.8117,42.0991,mungbean
4,54,19,28.077,86.5464,6.5852,39.9726,mungbean
7,47,18,28.242,80.9242,7.132,38.5767,mungbean
4,56,16,27.1203,84.2769,6.9687,58.5816,mungbean
16,36,16,27.1334,87.2502,7.0916,36.5045,mungbean
37,49,15,29.6516,80.3621,6.8607,48.3356,mungbean
10,38,21,28.8262,83.6212,6.9759,49.0414,mungbean
10,38,22,29.852,84.236,6.9539,53.5447,mungbean
7,47,16,28.8286,88.4069,7.0957,42.7399,mungbean
33,52,19,28.4373,84.8634,6.8009,42.439,mungbean
6,35,17,28.4304,88.2404,6.7383,46.2657,mungbean
22,35,16,27.8162,86.1945,6.3149,52.2007,mungbean
6,43,20,29.2409,86.5512,6.6572,49.5742,mungbean
4,43,15,29.2907,82.1499,7.1054,40.3376,mungbean
12,48,21,28.4548,85.3496,6.4834,37.4917,mungbean
21,35,19,27.6283,86.3411,6.6522,49.2796,mungbean
17,60,23,28.5364,88.6461,7.154,59.7862,mungbean
22,45,18,27.8918,85.6883,6.6848,50.8783,mungbean
4,39,15,28.274,83.6268,7.1867,48.4544,mungbean
3,52,23,27.6018,83.0677,6.3771,37.5842,mungbean
8,50,20,27.2745,82.5429,6.733,41.7229,mungbean
29,47,16,28.0511,82.018,7.0847,50.1289,mungbean
23,58,17,27.6027,85.8278,6.4645,37.951,mungbean
23,39,22,27.777,80.1658,6.8333,48.7771,mungbean
18,54,15,27.6266,83.5411,6.6864,43.5041,mungbean
33,40,21,29.5593,82.5296,6.4767,47.7602,mungbean
26,35,19,28.4381,87.939,6.8974,40.3633,mungbean
16,46,19,28.8084,86.6783,7.1818,43.2205,mungbean
4,41,17,28.7343,87.0994,6.32,55.3832,mungbean
14,37,17,29.7249,83.8269,6.224,48.4282,mungbean
32,41,17,29.4881,87.8081,7.0666,48.0247,mungbean
23,37,20,28.8869,89.7488,6.4696,43.333,mungbean
36,38,15,28.0117,84.5103,6.5711,37.1808,mungbean
35,46,17,27.0961,87.2552,6.2189,45.3801,mungbean
1,40,18,29.5797,80.0066,6.3117,50.5809,mungbean
8,54,25,29.134,87.1161,6.6953,56.2903,mungbean
31,37,25,29.7325,87.0835,6.9475,42.2705,mungbean
58,62,15,27.1435,63.458,6.9361,60.2753,blackgram
52,72,19,25.529,63.9233,6.8822,72.3919,blackgram
40,63,15,34.3309,68.4264,6.6291,63.476,blackgram
56,62,22,28.0832,60.8708,7.0292,60.753,blackgram
43,58,15,29.0136,69.664,7.3218,64.0599,blackgram
25,71,23,27.3475,66.2122,7.0967,69.5635,blackgram
32,69,18,29.4025,67.1177,6.5418,65.6162,blackgram
56,55,22,33.8475,67.3492,6.5345,73.204,blackgram
51,79,16,30.5818,66.6575,7.3365,68.2361,blackgram
58,74,23,28.7292,66.7919,6.9577,61.4747,blackgram
56,78,21,34.7326,66.3082,7.1879,66.0028,blackgram
27,80,15,28.1213,67.8317,6.6124,70.3875,blackgram
32,75,15,34.8473,63.3941,6.8068,66.7672,blackgram
29,56,23,33.7989,61.6018,7.1237,70.6754,blackgram
36,77,25,34.2928,64.6414,6.5805,62.3589,blackgram
48,76,22,34.0684,63.8677,7.4287,73.9341,blackgram
41,65,24,32.6078,65.1629,7.3112,60.4649,blackgram
43,55,19,29.6174,60.3762,6.656,70.0492,blackgram
24,74,19,28.2254,62.9374,6.9116,73.0703,blackgram
28,77,17,25.9001,63.0815,7.0718,66.2908,blackgram
28,60,15,30.9813,61.9747,7.3361,73.443,blackgram
40,70,19,32.8792,68.1368,6.8727,60.9553,blackgram
57,78,22,25.9024,67.2403,6.8796,65.4822,blackgram
25,61,20,28.0065,69.5786,6.817,61.7259,blackgram
55,56,17,25.1612,64.5998,6.7743,67.1717,blackgram
34,80,17,31.0678,68.8409,7.2635,71.8884,blackgram
59,70,20,30.1856,63.3896,6.5387,66.122,blackgram
58,60,19,34.9334,69.5689,7.0063,64.8647,blackgram
26,72,21,30.114,69.6281,7.1621,63.9316,blackgram
31,56,17,26.7244,69.9531,7.3289,64.083,blackgram
41,76,15,27.4224,69.3312,6.8264,72.7761,blackgram
56,63,25,26.0714,67.8289,6.6399,73.731,blackgram
44,71,15,26.906,65.5026,7.3481,72.9605,blackgram
28,70,25,32.4136,63.135,7.4282,60.0028,blackgram
43,68,22,27.1517,64.8897,7.2403,74.9061,blackgram
39,65,20,31.7399,62.9966,6.8917,68.3949,blackgram
49,80,19,34.4255,60.5462,7.4952,74.3927,blackgram
22,78,17,30.4579,63.9256,7.3259,60.4469,blackgram
54,75,20,25.8137,64.0789,6.5677,74.2595,blackgram
43,79,22,31.8044,67.9862,7.2583,74.5386,blackgram
36,77,20,29.4083,61.7433,6.7621,66.3253,blackgram
48,73,18,26.9325,64.4106,7.3026,62.0966,blackgram
49,68,15,30.264,65.2261,6.6458,63.2088,blackgram
34,57,24,34.7391,65.5883,6.6175,64.3605,blackgram
46,65,19,25.2846,66.9667,6.8434,74.6087,blackgram
38,55,22,26.5787,61.442,7.2661,71.7831,blackgram
58,76,19,28.0812,66.245,7.0664,71.3495,blackgram
33,58,24,34.4348,65.0571,6.594,69.3038,blackgram
29,67,18,34.1837,66.4079,6.8851,74.8382,blackgram
55,59,16,28.783,65.9296,7.1791,65.5227,blackgram
59,64,22,26.3097,60.7597,6.6928,61.2192,blackgram
34,79,18,29.7392,60.0176,6.5114,69.0399,blackgram
39,58,21,30.499,62.5883,6.5913,63.9543,blackgram
47,74,18,28.9246,66.1049,6.8399,61.8967,blackgram
38,60,25,32.4264,65.5868,6.8057,72.1374,blackgram
21,73,17,30.7766,63.4182,6.8165,74.8295,blackgram
23,75,25,28.8053,68.0935,7.0729,71.2746,blackgram
22,57,23,31.3711,63.0825,6.9704,68.9699,blackgram
21,68,16,25.5469,63.8409,6.8669,70.4949,blackgram
36,65,22,27.2993,68.953,6.6399,74.6468,blackgram
55,55,18,33.143,63.8468,6.5643,71.7652,blackgram
20,78,22,32.4507,64.0199,7.122,74.8204,blackgram
20,55,25,26.217,64.3513,7.2083,73.7458,blackgram
34,80,22,34.9212,67.18,7.0436,61.6871,blackgram
23,60,25,30.6108,61.8676,7.0942,68.1801,blackgram
38,73,19,34.947,69.6053,7.1623,71.6753,blackgram
42,56,22,31.5256,65.14,7.1285,61.3309,blackgram
39,80,15,28.9041,61.0895,7.4653,65.8681,blackgram
53,61,16,32.0116,64.41,6.6522,74.4547,blackgram
28,61,17,33.204,63.0666,7.0109,60.0639,blackgram
25,71,16,31.8325,65.6578,6.7685,66.1642,blackgram
56,75,16,30.9739,66.3604,6.6761,62.827,blackgram
41,65,24,30.0184,62.3723,7.2722,62.7214,blackgram
21,75,18,28.8387,68.2737,7.1274,71.1828,blackgram
23,80,16,25.6764,60.7864,6.6187,66.3316,blackgram
22,77,15,33.5268,63.7937,6.9278,63.0377,blackgram
20,71,21,28.4879,67.6436,7.1073,66.0716,blackgram
29,79,22,31.4829,68.7466,7.4991,70.2928,blackgram
36,75,21,28.1743,69.2738,7.3197,65.3088,blackgram
31,66,22,27.3149,67.4847,6.7597,74.1543,blackgram
60,64,22,34.3894,60.7021,7.1242,72.4015,blackgram
23,64,17,33.1801,68.4737,7.4489,69.7781,blackgram
47,78,24,29.4821,66.467,6.9959,70.8162,blackgram
37,61,16,27.2514,62.4364,6.8834,61.7975,blackgram
25,67,22,27.253,68.5662,7.4372,72.8977,blackgram
58,78,19,31.7931,66.996,7.4074,68.9893,blackgram
30,61,19,30.6268,65.4013,7.0303,72.0249,blackgram
43,80,21,31.0184,69.0449,7.1463,69.6311,blackgram
23,71,17,28.6981,68.5496,6.826,62.0802,blackgram
31,65,23,26.1334,66.9294,6.6155,60.9991,blackgram
53,72,23,34.4354,60.1562,6.9619,73.3858,blackgram
60,77,15,27.7438,67.5403,6.6077,74.3738,blackgram
60,69,23,34.6313,69.5357,6.9892,68.4439,blackgram
58,75,25,30.5285,66.8866,7.39,73.9126,blackgram
60,70,19,31.198,68.8256,6.8682,73.97,blackgram
29,62,20,25.2449,69.9284,6.8856,65.3937,blackgram
57,62,18,33.2128,65.4029,7.0625,74.632,blackgram
24,73,20,30.6164,65.9474,6.9278,65.6467,blackgram
20,80,23,30.766,67.5517,6.926,69.6059,blackgram
27,73,24,31.1364,63.2616,7.2797,66.5977,blackgram
31,57,17,17.553,67.328,6.4896,54.3482,lentil
35,45,18,26.498,63.0947,6.5204,44.8638,lentil
11,55,20,29.7,64.3192,6.0654,49.4239,lentil
9,35,16,18.4244,63.9142,6.347,47.7476,lentil
29,36,23,26.159,65.5343,6.8308,41.7109,lentil
26,53,15,26.0992,63.8031,6.1626,35.334,lentil
22,36,21,22.6264,64.2679,6.6336,38.8682,lentil
38,53,20,16.8757,66.9291,6.5851,37.0731,lentil
37,39,22,19.9348,61.8063,5.9409,42.9024,lentil
33,48,25,24.9269,69.4515,6.2765,40.6491,lentil
40,44,15,17.1651,69.7328,6.7814,40.4351,lentil
16,37,18,26.7415,61.551,6.1371,48.4352,lentil
32,55,25,22.4021,63.846,6.4243,42.32,lentil
5,59,18,18.8161,65.5662,6.607,39.372,lentil
37,35,18,26.3286,68.9327,6.3997,47.4261,lentil
21,47,25,24.9357,60.4383,6.5627,49.5891,lentil
24,57,24,21.3841,66.2225,6.7026,51.6042,lentil
19,40,22,27.0455,69.3239,6.0415,38.3779,lentil
1,49,21,26.7213,66.4058,5.9331,44.501,lentil
5,42,20,29.783,66.5201,6.876,41.7484,lentil
16,37,21,27.8177,63.0589,6.7557,51.7453,lentil
29,36,20,25.0276,60.5673,6.2866,52.9722,lentil
13,59,23,19.0705,69.6571,6.7773,35.1742,lentil
32,40,17,29.1165,64.3449,5.9826,42.9801,lentil
16,46,24,16.8233,63.9588,6.3299,44.981,lentil
31,54,22,18.3423,66.2327,6.5289,51.2479,lentil
8,43,22,23.3467,68.1284,6.7718,41.3781,lentil
29,46,16,16.3713,62.191,5.914,45.5475,lentil
12,41,23,19.5123,63.305,6.0822,41.4709,lentil
21,35,18,26.3768,66.7447,6.8962,46.3057,lentil
29,43,23,21.9369,63.5092,6.0184,48.2811,lentil
38,54,24,28.6605,63.6166,6.3018,49.6998,lentil
20,59,15,19.9573,66.2356,6.2412,46.2865,lentil
27,48,21,23.2373,65.0496,6.7623,51.7057,lentil
11,39,20,17.3536,66.0667,6.5219,50.0697,lentil
32,45,17,21.606,69.5639,6.1186,45.215,lentil
36,60,24,24.0071,62.0361,6.7349,38.7642,lentil
35,43,18,21.9034,66.3906,6.1622,42.8861,lentil
15,58,20,23.6873,69.3987,6.4256,38.0086,lentil
28,58,22,19.0737,67.5171,6.8095,49.6022,lentil
15,59,25,26.9477,69.3754,5.9657,45.0321,lentil
28,45,19,29.6382,62.3821,6.3415,52.6319,lentil
40,38,22,25.0743,64.7445,6.3233,54.5983,lentil
38,49,19,23.993,63.2671,6.1669,47.302,lentil
28,50,21,19.3923,60.4399,6.6675,41.5127,lentil
31,36,16,28.2907,60.3019,6.0245,42.169,lentil
8,58,17,18.1063,63.9145,6.8727,53.4338,lentil
30,50,23,24.6501,65.3399,6.6314,38.7133,lentil
1,39,22,20.6311,67.4786,6.5731,46.6862,lentil
37,49,17,18.5691,66.7975,5.9699,39.5001,lentil
18,53,24,25.5477,60.562,6.5196,38.5995,lentil
6,39,21,20.7424,68.7263,6.8547,38.5629,lentil
30,42,25,19.9147,68.2023,6.7805,40.9847,lentil
17,50,20,26.4322,67.5534,5.913,43.5746,lentil
2,59,15,17.0634,67.4514,5.9207,35.1107,lentil
6,59,21,17.9542,69.4667,6.5568,37.2312,lentil
33,46,19,21.1655,61.7148,6.4334,54.0636,lentil
4,44,23,23.5812,68.0108,6.2727,47.2963,lentil
19,58,16,19.9174,67.134,6.2611,37.8696,lentil
16,50,21,24.3273,69.7449,6.3374,39.5822,lentil
15,52,25,29.4902,63.9621,6.8765,35.2124,lentil
23,48,23,27.9429,64.1252,6.4354,54.463,lentil
29,48,16,23.2214,65.9943,6.4265,48.865,lentil
30,60,22,17.8249,61.2596,6.4696,46.1016,lentil
19,52,21,19.8111,67.5745,6.5689,43.1778,lentil
36,49,17,27.212,65.8258,5.9213,48.7905,lentil
12,39,25,17.8232,69.1263,5.9993,43.4175,lentil
29,55,25,26.2618,63.3984,6.6292,52.1322,lentil
13,52,21,18.8779,64.9133,6.8905,54.8392,lentil
22,54,17,17.1136,67.0417,6.5262,36.3007,lentil
8,59,21,22.5772,60.6111,6.1958,41.7037,lentil
2,54,25,29.578,60.7367,6.5547,54.8265,lentil
32,54,20,25.4771,67.3507,6.6872,48.854,lentil
8,52,20,24.1286,63.297,6.8142,40.9282,lentil
36,53,24,28.5244,66.674,6.0338,40.3691,lentil
23,49,25,19.3798,69.0503,6.651,49.7216,lentil
38,41,24,16.5542,65.3186,6.4664,39.0735,lentil
34,42,25,23.0123,68.2826,6.8862,48.3636,lentil
29,48,15,20.7524,60.5143,6.7362,36.6813,lentil
24,51,23,22.6907,60.6459,6.2353,42.9055,lentil
24,55,18,24.8779,68.4845,6.0243,50.7625,lentil
40,52,24,21.2612,60.5211,6.169,45.4158,lentil
15,44,17,28.9823,63.8055,6.8573,44.6296,lentil
26,53,24,23.7235,68.0503,6.7485,43.5864,lentil
19,54,16,23.1974,62.3691,6.3967,44.104,lentil
37,43,21,28.3771,69.5203,6.5578,42.1965,lentil
38,54,25,29.2626,62.8195,6.2815,49.6212,lentil
28,52,23,25.1908,64.7568,6.8505,52.6518,lentil
25,56,19,25.5429,61.7938,6.5131,35.0276,lentil
5,52,19,28.2821,65.1576,6.408,51.5806,lentil
38,47,23,23.3853,60.7868,5.9982,36.3654,lentil
19,60,25,21.527,64.6253,6.0292,50.5776,lentil
10,59,18,25.0872,64.4959,6.0365,49.1323,lentil
26,60,25,18.3861,61.3399,6.0295,43.3341,lentil
36,53,25,26.6731,63.7627,6.7161,47.1926,lentil
40,52,23,18.7265,64.1957,6.8476,52.3778,lentil
0,59,21,27.6561,60.9252,6.3356,50.1203,lentil
27,36,22,19.4103,62.5389,6.349,45.0548,lentil
25,51,21,18.9258,67.0994,6.8972,38.13,lentil
31,47,22,28.1031,67.2902,6.0173,52.798,lentil
21,26,36,20.0312,89.1306,6.441,107.8654,pomegranate
22,8,41,22.2507,91.4199,6.406,103.2671,pomegranate
22,7,38,22.3575,94.8256,6.4867,100.0707,pomegranate
25,13,39,18.3251,89.9939,6.196,108.7965,pomegranate
13,16,44,24.3601,93.4513,6.2563,100.7191,pomegranate
17,29,39,19.5048,85.6851,7.3198,104.025,pomegranate
9,15,41,22.9449,88.7326,6.8897,109.8278,pomegranate
3,26,38,18.4796,94.7911,5.8984,101.3211,pomegranate
31,27,36,18.0166,92.7443,6.0159,104.2215,pomegranate
